id,comment,star,label,kategori
541,Kampanyada iken aldım . Fiyatına göre çok güzel ve kaliteli. Kargo çok hızlı geldi.,5,1,ayakkabı
542,"Ürün görseldeki gibi, satıcı ürünün kargolama süresi hızlıydı biraz kalıp dar ayak numaranızın 1 numara büyüğünü alabilirsiniz.",4,1,ayakkabı
543,Valla. Parası ucuz ama. Giyilcek gibide degil hic beğenmedim,2,0,ayakkabı
544,Ürün elime geçti fiyatına göre çok iyi.. teşekkürler.,4,1,ayakkabı
545,Ürün güzel ama numaraya göre küçük Kalıp,4,1,ayakkabı
546,Çok güzel,5,1,ayakkabı
547,Çok büyük bir kalite beklemeyin. Sadece ayakkabı oldu. Giyim derseniz alın.,5,1,ayakkabı
548,Gayet güzel bir ayakkabı,4,1,ayakkabı
549,Bu kadar kaliteli olacağını tahmin etmemiştim. Çok memnunuz. Beden olarak tam numara aldım.,5,1,ayakkabı
550,Ürün defolu geldi.Önde soyulma var.Yapışkanları her taraftan çıkmış.öntarafı boyayıp giyicem.Sağlam olup olmadığı hakkında hiç bir fikrim yok.Deneyip görücez.Uğraşmak istemediğimden iade etmiyorum.Satıci daha dikkatli ve özenli olabilirdi.Sattım bitti mantığı çok yanlış.,2,0,ayakkabı
551,Fiyatına göre iyii,4,1,ayakkabı
552,Ürün çok rahat fiyatına göre çok iyi ben bir numara büyük aldım daha iyi oldu almak isteyen varsa hiç düşünmesin bence,5,1,ayakkabı
553,Fiyat performans,4,1,ayakkabı
554,Kargo hızlı geldi. fiyat performans ürünü ideal,4,1,ayakkabı
555,Ürün 10 numara bedava fiyata aldım ya herkese tavsiye ederim teşekkürler hepsiburada ve satıcıya.,5,1,ayakkabı
556,Bu fiyata bu kalite çok güzel. Aynı ayakkabının iki renginden aldım. Tavsiye ederim.,5,1,ayakkabı
557,Güzel,5,1,ayakkabı
558,Ürün çok guzel,4,1,ayakkabı
559,Bağcıkları orantısız delik eksik dikkatsiz satıcı iade etmek istiyorum yada bir bağcık yeri açacağım kötü urun,2,0,ayakkabı
560,2cift sipariş verdim biri siyah biri beyaz istediğim gibi gelmedi 2çiftte Beyaz geldi ve numaralar tekleme geldi paranızın çöp olmasını istemiyorsanız tavsiye etmem...,1,0,ayakkabı
561,Ben siyah olanını aldım kesinlikle almayın önü berbat hiç fotoğrafta durduğu gibi değil,1,0,ayakkabı
562,Çok kötü bir ayakkabı tabanı çok sert kullanışlı bir ürün değil almayın pişman olursunuz,1,0,ayakkabı
563,Çok kötü bı malzeme kullanılmis ayakkabı insanın ayaklarını yoruyo her yerden vuruyor kalitesiz,1,0,ayakkabı
564,Her yeri açıldı berbat,1,0,ayakkabı
565,Ben siyah beyaz sipariş verdim ama bana gelen beyaz ayakkabı sipariş takibi yok sanırsam firmada,1,0,ayakkabı
566,Ürün beklediğim gibi geldi teşekkür ederim.,3,1,ayakkabı
567,Çok dandik ayakkabi. 1 ayda yırtıldı. Paranızı boşa harcamayın buna.,1,0,ayakkabı
568,Birebir aynı ürün ama ben kendim gözle görmeden ayakkabı almam çünkü ben görselde beğendim ama giyemedim hoşuma gitmedi,3,1,ayakkabı
569,Orta kalite,3,0,ayakkabı
570,Siyah sipariş verdiğim ayakkabı beyaz gönderilmiş.,1,0,ayakkabı
571,Sadece 1gün giyebildim ayakkabıyı,1,0,ayakkabı
572,Yapışkanları bile belliydi. .. iadeyle uğraşamıcaz. Bu fiyata bu kalite işte,3,0,ayakkabı
573,1 numara büyük alınması gerekir fiyatına göre çok iyi bir ürün,5,1,ayakkabı
574,Çok kalitesiz aldığınız paraya kesinlikle deymez ben aldım siz almayın paranızı çöpe atmayın,1,0,ayakkabı
575,Aynı ayakkabının farklı renklerinden 5 adet aldım çok memnunum,5,1,ayakkabı
576,Rahat ve güzel bir ayakkabı indirimdeyken aldım.,5,1,ayakkabı
577,Fiyat performans ürünü diyebiliceğim bir Ayakkabı,5,1,ayakkabı
578,Şık bir duruşu var fiyat ta çok uygundu.severel kullanıyorum gayet güzel,4,1,ayakkabı
579,Üç çift aldık çok güzeller,5,1,ayakkabı
580,İyi,4,1,ayakkabı
581,Fiyata göre iyi. Ama çok kalite beklentiniz olmasın,4,1,ayakkabı
582,kampanyadan aldim fiyat performans urunu.,5,1,ayakkabı
583,Kampanyada iken aldım fiyatına göre çok güzel ve kaliteli.,5,1,ayakkabı
584,Güzel fiyata güzel ürün,5,1,ayakkabı
585,Mükemmel,5,1,ayakkabı
586,10 numara beş yıldız,5,1,ayakkabı
587,1 numara büyük alınması gerekir fiyatına göre çok iyi,5,1,ayakkabı
588,Mükemmel,5,1,ayakkabı
589,Teşekkürler,5,1,ayakkabı
590,"Göründüğü gibi geldi, teşekkürler",5,1,ayakkabı
591,Biraz terettut etmistim ve yorumlara bakarak aldim rahat bir ayakkabi tavsiye ederim....,4,1,ayakkabı
592,Fiyatına gore çok guzel,5,1,ayakkabı
593,Eşime almıştım çok beğendi fiyatına göre başarılı,5,1,ayakkabı
594,Rahat ve güzel bir ayakkabı indirimdeyken aldım.,5,1,ayakkabı
595,Fiyat performans ürünü,5,1,ayakkabı
596,Çok memnun kaldık herkesin almasını tavsiye ederim,5,1,ayakkabı
597,Ne kadar mükemmel bi ayakkabı anlatamam ikinci tercih edişim ve içindeki ortapedik taban fiyatının hakkını veriyor. uzun süre ayakta çalışanlar mutlaka alınn,5,1,ayakkabı
598,Gerçekten çok güzel bu fiyata bu ayakkabı süper,5,1,ayakkabı
599,Fiyata göre iyi. Ama çok kalite beklentiniz olmasın,4,1,ayakkabı
600,kalitesini beğenmedim.,2,0,ayakkabı
601,Ürün tam beklediğim gibi çook teşekürler,5,1,ayakkabı
602,Hızlı teslimat için teşekkür ederim ürün gayet iyi parasına değer,4,1,ayakkabı
603,Abi iç tabanı gerçekten ağrı ve terletme yapıyor ayrıca dış alt tabanı bildiğiniz topuklu ayakkabı sesi edası ile yurumenizi sağlıyor bunları düşünerek alalım ben aldım parama yazık oldu :),1,0,ayakkabı
604,Fiyata göre normal,3,1,ayakkabı
605,derisi gerçek değil ve kırılıyor,1,0,ayakkabı
606,Tabanına kadar Sert ayakkabı,1,0,ayakkabı
607,Parasına göre biraz daha güzel malzeme ola bilirdi,1,0,ayakkabı
608,kalitesi çok kötü,1,0,ayakkabı
609,Kesinlikle merdiven altı uretim,1,0,ayakkabı
610,Yapıştırıcı izleri görünüyor böyle saçma sapan bir ayakkabı görmedim çöpe attım,1,0,ayakkabı
611,İğrenç bir ayakkabı ilk giyişte yırtıldı sakın almayın,1,0,ayakkabı
612,Rahat bi ayakkabi degil,1,0,ayakkabı
613,Bir hafta sonra kesinlikle paramparça oluyor,1,0,ayakkabı
614,Ürün sert tabanı da rahat değil,1,0,ayakkabı
615,Siyah istersiniz beyaz gönderirler ve ürün kalitesi çok düşük,1,0,ayakkabı
616,Fiyat performans diyebiliriz. Çok fazla ergonomiklik beklemeyin,3,1,ayakkabı
617,Vasatt sert esnek falanda değil,1,0,ayakkabı
618,Fiyat performans ürünü,4,1,ayakkabı
619,"Ucuz etin yahnisi... Oğluma evde denemeden sonra , dışarıda giydiremedim henüz",2,0,ayakkabı
620,Çok guzel,5,1,ayakkabı
621,Çok rahat bir ayakkabı değil sürekli spor ayakkabı giydiğim icinn belki de fiyatına göre sezonluk giyilebilir ayagimi acıttı,5,1,ayakkabı
622,Muhteşeemmmm kargolanması ayakkabının kalitesi hepsi çok güzel,5,1,ayakkabı
623,Çok basit ve kalitesiz duruyor.,2,0,ayakkabı
624,Aradığım air modeli sonunda buldum ve aldım Ürün o kadar kaliteli ki çok çok beğendim ve ayakta da çok güzel duruyor,5,1,ayakkabı
625,Ürün gerçekten mükemmel aradığınız bir çok mağazada bulamayacağınız bir ürün,5,1,ayakkabı
626,Fiyatına göre çok iyi,4,1,ayakkabı
627,Fiyatına göre iyi,4,1,ayakkabı
628,Fiyat performans ürünü,4,1,ayakkabı
629,Fiyat performans ürünü,4,1,ayakkabı
630,Ürün düşük fiyat ama giyilicek gibi değil,2,0,ayakkabı
631,Ayakkabı görseldekinden daha güzel kesinlikle tavsiye ederim,5,1,ayakkabı
632,Çok uygun fiyata aldım işte kullanmak için ideal,4,1,ayakkabı
633,Tek kelime ile efso,5,1,ayakkabı
634,Fiyat performans ürünü çok sık,5,1,ayakkabı
635,göründüğünden çok daha güzel ve kaliteli hiç düşünmeden alın derim ben aşık oldum,5,1,ayakkabı
636,Mükemmelllllll. Aşk yaşıyorum. Yumuşak kalıp ayağı vurma yapmıyor. Hafif.,5,1,ayakkabı
637,Fiyatına göre çok iyi,4,1,ayakkabı
638,Çok memnun değilim,3,1,ayakkabı
639,Ürünler gayet güzeldi ama kullanmadan iade ettik,3,0,ayakkabı
640,İyi ama fazla terletiuor.,3,0,ayakkabı
641,Çok kötü. Yanlışlıkla 1 numara büyük söylememe rağmen ayağını mahvetti eşimin. Gidin deneyin mağazadan alın.,1,0,ayakkabı
642,Terleme çok yaptı,1,0,ayakkabı
643,Fiyat performans ürünü bu fiyata alınacak ürünlerden bir tanesi paketleme ve kargo için teşekkürler hepsi burada,3,1,ayakkabı
644,Ayakkabı iyi ancak kendi numaranızı 1 numara büyüğünü almanızı tavsiye ediyorum,3,1,ayakkabı
645,Beğenmedim,1,0,ayakkabı
646,Birisi birisinden daha büyük biri sıktı ayağımı birisi bol çok saçma pişman oldum,1,0,ayakkabı
647,Aldığım ürün yanlarda acılmiş iki üründe biri defolu çıktı,1,0,ayakkabı
648,Çok aşırı derece de kalitesiz 1kere giyildi ve bu hale geldi,1,0,ayakkabı
649,kalıbı numaraya gore cok kucuk iade ettim kalitesi güzeldi,3,0,ayakkabı
650,Beklenildiği gibi olmadı..sanki uzun süredir depoda duruyormuş gibi..,1,0,ayakkabı
651,YANLARINDA SARI SARI SLİKON VAR :),2,0,ayakkabı
652,"10 yıldız olsa onu verirdim, harika",5,1,ayakkabı
653,ayakkabı harika ötesi duruşu harika,5,1,ayakkabı
654,Ürün süper bayıldım. Çok rahat ve çok şık.,5,1,ayakkabı
655,fiyatına göre aşırı iyi bir ayakkabı. tavsiye ediyorum.,5,1,ayakkabı
656,F/p ürünü,4,1,ayakkabı
657,Cok beğendim teşekkürler,5,1,ayakkabı
658,Çok kaliteli bir ürün,5,1,ayakkabı
659,Kargo hızlı teslimat yaptı paketleme ise çok iyiydi,5,1,ayakkabı
660,Ürünü çok beğendim her rengini aldım uygun ve kullanışlı,5,1,ayakkabı
661,Ürün gayet güzel rahat ve kullanışlı kesinlikle tavsiye ederim,5,1,ayakkabı
662,çok memnun kaldım aşırı rahat tavsiye ederim,5,1,ayakkabı
663,Çok beğendim duruşu ve rahatlığı çok güzel.,5,1,ayakkabı
664,Güzel,4,1,ayakkabı
665,Ürünü çok beğendim kumaşı ve modeli çok hoşuma gitti,5,1,ayakkabı
666,Ürünü çok beğendim çok şık ve rahat bi ürün tam beklediğimiz gibi geldi,5,1,ayakkabı
667,Fena değil,4,1,ayakkabı
668,Alt tabanı sert yumusak yapılabilirdi yürürken tat tat ses yapıyor,2,0,ayakkabı
669,İyi,4,1,ayakkabı
670,Ürün mükemmel. Bu fiyata göre çok çok iyi.,5,1,ayakkabı
671,çok güzel ve kaliteli ürün herkese tavsiye ederim,5,1,ayakkabı
672,Cok kalitesiz duruyo bu fiyatı hak etmiyo,1,0,ayakkabı
673,Bu fiyata idare eder çok kaliteli diyemem ama iş görür bı sıkıntısı yok kalıbı baya dar,3,1,ayakkabı
674,Hızlı kargo için tşkrler ürün güzel beyendim ve giyildi bile,3,1,ayakkabı
675,Tavsiye etmiyorum bir ayı dolmadan altı yırtıldi,1,0,ayakkabı
676,Tabanı çabuk açıldı.,3,0,ayakkabı
677,Ürün fotoğraflarda gördüğünüz gibi geliyor daha giymedim ama güzel görünüyor,3,1,ayakkabı
678,İşe gidip gelmek için almıştım dış görünüşü idare eder ancak ayakkabının tabanı KUNDURA AYAKKABI ile aynı,1,0,ayakkabı
679,Çok kötü bir ayakkabı,1,0,ayakkabı
680,Aşırı sert defolu ve vernik lekeleri vardı. Ayağa vurması da cabası,1,0,ayakkabı
681,Çok kalitesiz,1,0,ayakkabı
682,"Kalıbı cok kucuk, 1 beden büyük tercih edilmeli, bildigijiz pazar ayakkabisi kalitesinde",3,0,ayakkabı
683,Verdiğim paraya değmez .kalitesiz.,1,0,ayakkabı
684,"Fiyat performans ürünü, gayet güzel",4,1,ayakkabı
685,Eh iste,2,0,ayakkabı
686,Tahmin ettiğim gibi iş görür,4,1,ayakkabı
687,Kalite rahatlık veya konfor yok ayakkabının uçları hemen kırıldı fiyatı ucuz ama kalitesi de ucuz,2,0,ayakkabı
688,Güzel,4,1,ayakkabı
689,Sert bi ayakkabi hediye almistim begenmedi,2,0,ayakkabı
690,Beklediğimden daha iyi,4,1,ayakkabı
691,Çok sert ve yamuk geldi,2,0,ayakkabı
692,Rahat değil,1,0,ayakkabı
693,Görüntü olarak güzel görünüyor,3,1,ayakkabı
694,Ürün 2. giyişte her tarafı yırtıldı. İlk kez böyle bir ayakkabıya şahit oldum.,1,0,ayakkabı
695,Fotoğrafta çok şık fakat oldukça geniş bir ayakkabı bu yüzden iade ettim,3,0,ayakkabı
696,Urun hic kaliteli degil ayaginiz icinde terliyor yanlarindan acilmalar var iyi yapistirilmamis.hic begenmedim,1,0,ayakkabı
697,Aşırı kaliteli değil ama iş görür görüntüsü güzel biraz katı sadece,3,1,ayakkabı
698,Çok sert bir ayakkabı rahat değil,2,0,ayakkabı
699,Laylon ayanızı mafeder aldım iyade edicem çok kötü hemde çokk,1,0,ayakkabı
700,Güzel ama altı çok sert,1,0,ayakkabı
701,astarı 20 günde dagıldı,1,0,ayakkabı
702,Fiyatına göre iyi bir ürün amcam yorumlarda çok övüldüğü için beklentim artmıştı karşılamadı maalesef ve ön kısmı ezik gibiydi,3,1,ayakkabı
703,Sağ ayakkabın uç kısmı yamuk ve yapışkanı açılmış,2,0,ayakkabı
704,Adi bir ayakkabı sakın almayın,1,0,ayakkabı
705,Ayakkabıyı giydiğim 2.gün yanındaki yapışkan kısımda açılma oldu. Verilen paraya yazık.,1,0,ayakkabı
706,tabanı berbat. 3 . giyişimde yapışkan yerleri ayrıldı,1,0,ayakkabı
707,Ürün çok güzel değil çok basit bi ürün bu fiyata çok güzel bi ürün beklenmez ama idare eder de diyemiyorum.,1,0,ayakkabı
708,Ayakkabı eksik geldi inanılmaz kalitesiz,1,0,ayakkabı
709,Berbat hemen yüzünde kırılma oldu asla tavsiye etmiyorum,1,0,ayakkabı
710,Yanlış gönderim biz siyah aldık ama altı beyaz geldi,2,0,ayakkabı
711,Ürün indirimde diye aldık fakat pek kaliteli görünmüyor. Yolda bırakabilir.,2,0,ayakkabı
712,"Ürün çok basit. Kullanışsız, ayağınızı acıtıyor. Ürüne ihtiyacınız varsa bile başka bir ürün alın",1,0,ayakkabı
713,Parasına göre çok kalitesiz taban çok kötü iç kısmı biraz daha kaliteli olabilir ayak tabanınızı çok acıtıyor tavsiye etmiyorum,1,0,ayakkabı
714,Ürün resimde güzel gözüküyor fakat hiç kaliteli değil ve kalıpları çok dar.keşke almasaydım.,1,0,ayakkabı
715,Hiç tavsiye etmiyorum giydiğim gün yırtıldı yarı yolda bırakır sizi paranızı çöpe atmayınn,1,0,ayakkabı
716,kalıbı çok dar iade ettim,1,0,ayakkabı
717,FENA DEĞİL,3,1,ayakkabı
718,Umdugumdan daha kötü geldi beden ölcüleriyle alakası yok hiç tavsiye etmiyorum 2 adet sipariş verdim ikiside aynı beden ama bunu alakası bile yok birinin rengi değişik geldi diğeri çok bol aşırı hemde kalitesiz ürün,1,0,kıyafet
719,Ben beğendim. Güzel duruyor. Ayrıca yıkadım ve renk atması OLMADI. İnsan gibi 30 derecede kaliteli ilaçla yıkayın.,5,1,kıyafet
720,Güzel beğendim,5,1,kıyafet
721,"Beklediğim ürünle alakası yok. Bambaşka birşey göndermişler. Elinizde ürün yoksa yok deyin, başka sahte ürünü göndermenin bir manası yok.",1,0,kıyafet
722,"5-6 sene öncesinde aldığım pantolonla aynı kalitede bekledim fakat aynı kalitede değil. Ayriyeten bej renkli eşofman modelinden istemiştim, hardal rengi düz pantolon göndermişler. Onu iade edeceğim. Bu sefer hiç memnun kalmadım.",1,0,kıyafet
723,Ürünü daha önce de aldım kullanışlı güzel yalnız bu kez Bej istedim farklı renk geldi iade edicem,2,0,kıyafet
724,30 beden istedim 31 geldi yoksa yok neden başka beden yolladınız.,1,0,kıyafet
725,Rengi çabuk atıyor iyi değil,1,0,kıyafet
726,Ürünü aldım tam istediğim gibi tavsiye ederim,5,1,kıyafet
727,Aynı ürünün siyah olanı bedeni oluyor ama haki rengi malesef bedeni olmuyor,1,0,kıyafet
728,Üstüme tam oturdu 184 84 kg ım mankenin üstündeki gibi oldu tam oturdu çok rahat tam iş pantolonu koku diyenler çok var abartacak kadar değil birden fazla renk aldım yıkanınca boya verirmi bilmem ama çok iyi bir küçük bedeni dr olabilirdi ama böylesi daha rahat oldu ve boydan sıkıntı olmadı,5,1,kıyafet
729,Pantolonun kesimi duruşu paçaların darlığı kesimi gayet başarılı çok hızlı bir sekilde gönderim sağladılar 4 puanı cepten dolayı verdim cep biraz daha uzun olabilirdi,4,1,kıyafet
730,Çok iyi,5,1,kıyafet
731,"Okul için aldım , bel kısmı oldukça bol ,terziye yaptırdım, güzel,okul forması fiyatlarından daha uygun.",5,1,kıyafet
732,Mükemmel,5,1,kıyafet
733,Birkaç yıl önce aynı markanın 2 pantolonunu almıştım. Kumaş değişmiş biraz daha ince yeni gelen pantolonlar. İşte giyilir f/p,4,1,kıyafet
734,Ürün tam istediğim gibi çok teşekkür ederim emeği geçen herkese teşekkürler,5,1,kıyafet
735,Kesinlikle tek kelimeyle harika ve herkese tavsiye ederim pişman olmazsınız....,5,1,kıyafet
736,Malzeme güzel ancak kalıbı büyük. Değişim için gönderdim ama iade yapıldı.,5,1,kıyafet
737,Gayet güzel tek sorun farklı bir kokusu var onun dışında iyi,5,1,kıyafet
738,yaklaşık 3 yıkama sonra rengi attı simsiyah çok iyiydi şuan beyaz ve griye yakın,3,0,kıyafet
739,Çok rahat çok güzel kesin teşekkürler,5,1,kıyafet
740,Teşekkür ediyorum rahat bir pantolon iş ben çiftçi bir insanım,5,1,kıyafet
741,Gecen senelerde de almıştım memnun kaldım sanayi ortamda giyiyorum gayet rahat bu senede 3 adet aldım yine satıcı zamanda gönderim ve zamanında teslimat. Teşekkürler. 33 beden,5,1,kıyafet
742,Süper,5,1,kıyafet
743,Süper,5,1,kıyafet
744,"175 boy 70 kg , 31 beden aldım oldu ,",4,1,kıyafet
745,Guzel urun. Paçası 2 cm filan daha uzun olsaydı daha şık dururdu.,4,1,kıyafet
746,Harika,5,1,kıyafet
747,Ürün güzel tam üstüme oldu çok beğendim,5,1,kıyafet
748,Fena değil,3,1,kıyafet
749,"Aldığım ürün gelmedi düğmeli ve trendyol markasının ürününü göndermişler, eşimin işte giymek için götürmesi gerektiğinden iade etmedim",1,0,kıyafet
750,Güzel Fakat Düymesi Biraz Çirkin Duruyo,4,1,kıyafet
751,Tavsiye ederim..,5,1,kıyafet
752,Ürün bir yıkama sonrası soldu ve giyilmeyecek durumda alalı 10 gün olmadı,1,0,kıyafet
753,Buradan 2 pantolon aldım ortalama 2 yıldır giyiyorum. Gayet güzel ve rahat pantolon,5,1,kıyafet
754,Öncelikle 2 puanı bacak kısmında 3 cmlik yırtık oldugu için kırdım. Dikilmicek yerde olmadıgı ve işte giyeceğim için iade etmedim. Bundan önce yeşilini aldım memnun kaldım o yüzden kalitesi iyi ama yırtık olmasaydı daha iyi olurdu. Alacak kişilere önerim alınabilir. Boyum 1.78 kilom 70 31 beden tam oldu. Teşekkürler,3,1,kıyafet
755,Herzamanki gibi süper,5,1,kıyafet
756,36 beden füme renk sipariş etmiştim. Onu da o üründe indirim vardı o yüzden. 34 bile seçsem fiyat yükseliyordu. Daha önce haki renk 36 numara almıştım azıcık bol idi ama kullanıyordum. Fiyatından dolayı füme 36 sipariş geçtim. Dediğim gibi bedeni 34 bile yapsam fiyat değişiyordu bende indirim olanı sipariş geçtim. Gele gele siyah renk l beden bir ürün geldi. Gelen ürün de çok kaliteli bir kumaşa sahip. Bedeni falan da tam oturdu. Şans mı desem tesadüf mü kısmet bu imiş artık. Giydim memnunum.,4,1,kıyafet
757,Sonradan rengi bayağı soluyor ama kumaşı iyi diyebiliriz,4,1,kıyafet
758,"Çok şık. Tam kışlık. Çok güzel. Paça boyu kısa, ona göre sipariş edin",5,1,kıyafet
759,Yazlik pantolon resimdekiyle aynisi gayet spor bi pantolon sadece ayni modellere göre biraz pahali,4,1,kıyafet
760,Ürünün her yeri iplik. Zayıf pantolon,1,0,kıyafet
761,5 kuruş etmez kalitesiz,1,0,kıyafet
762,Eşime hediye aldım çok güzel duruşunusevdim ama kaliblari dar iade ettik mecbur,3,0,kıyafet
763,Fena değil yazlık bir ürün,4,1,kıyafet
764,Cok güzel ve kaliteli yazın giyilmez ama kalin kumaşı ...Alırken dikkate alın liralık kumasi,5,1,kıyafet
765,Çok güzel ve kaliteli ... teşekkür ediyorum pişman olmadım,5,1,kıyafet
766,Fena değil,5,1,kıyafet
767,Kumaşı likralı bacakları ince olanlar için daha uygun kalıbı rahat. Tekrar tercih edebileceğimiz bi ürün. Aracı olduğu için hb teşekkürler,5,1,kıyafet
768,Ürün güzelde haki istedim yeşil geldi şimdi yeşil ördek yavrusu gibi gezıyorum,4,1,kıyafet
769,Sonunda anlatıldığı gibi bi ürün aldım hepsiburadadan,5,1,kıyafet
770,Bes yildizdan fazlasini hak ediyorlar.,5,1,kıyafet
771,29 giyiyordum biraz bol durması için 30 beden aldım ama çok bol oldu kendi bedeninizi alın arkadaşlar bu arada boyunuz kısaysa yakışmıyor,5,1,kıyafet
772,Zamanında geldi Beğendim teşekkürler,5,1,kıyafet
773,Gayet kullanışlı,4,1,kıyafet
774,Hızlı kargo ve teslimat için teşekkürler,5,1,kıyafet
775,Beklediğim gibi geldi kaliteli ve fiyatın gore çok güzeldi beğendim,5,1,kıyafet
776,Gayet kaliteli ürün fiyatına göre gayet güzel,5,1,kıyafet
777,Çok Güzel,5,1,kıyafet
778,Çok kaliteli bir ürün Benim boyum 1.84 kilo 102 103 gibi 34 beden aldım tavsiyem 36,5,1,kıyafet
779,Tam aynısı geldi,5,1,kıyafet
780,Çok iyi,5,1,kıyafet
781,Keşke lastiksiz seçeneği de olsa terazide çıkartırdım,5,1,kıyafet
782,Çocuklarıma aldım ve ikiside çok beğendi gayet güzel,5,1,kıyafet
783,Biraz dar geldi ve renk i her yıkamada biraz daha soluyor ama yinede beğendim rahat ti...,4,1,kıyafet
784,Ürün güzel ama dar kesim bi beden büyük alın,4,1,kıyafet
785,Tek yıkamada rengi mahvoldu ters yıkanması rağmen,2,0,kıyafet
786,Ürün çok güzel çok beğendim. Tek sıkıntı fermuarı arızalı ama uğraşmak istemiyorum yaptırıp giyeceğim. Satıcı biraz daha dikkatli olmalı sadece. Ürün hızlı geldi güzel paketlenmiş. Tam bedenimi sipariş ettim ve tam oldu boyu falan çok iyi.,4,1,kıyafet
787,"yıldıza aldanmayın, yorumumu yayınlasınlar diye 4 yıldız verdim yoksa aslında 1 yıldız. ürün açıklamasında 98 pamuk 2 elastan yazıyordu. pantolonu elime alır almaz bu oranların olmadığını anladım ve pantolonun iç etiketine baktım. 61 pamuk 37 polyester 2 elastan. iade ettim bu kadar kalitesiz bir şey beklemiyordum!",4,0,kıyafet
788,Daha once almıştım cok begenip yenıden sipariş verdım fakat ıkıncı urun tam bır fıyasko bır daha alısverıs yapmam,1,0,kıyafet
789,Çok berbat özellikle de kumaş,1,0,kıyafet
790,"Kumas kaliteli degil renk olarak soluk ve mat beden ise dar kalip,o yüzden alirken bir beden büyük almanızı tavsiye ederim onun haricinde mat saiyah sevenler icin idael olabilir",3,1,kıyafet
791,Ben aldım hiç beğenmedim ama kendi fikrim alıcaklarq da burdan fikir olsun normalde 34 beden giyiyorum ama biraz büyük olsun diye 36 aldım o bile olmadı bacaklardqn girmiyor bile teslimattw bir gecikme yaşadım ama o kadar olucak. Fiyatına göre kalitesiz pantolon da ben iade ettim,3,0,kıyafet
792,Urun oyle bir kokuyorki bir elektrikci olarak evde 2 gun yanik aradim. Resmen priz yanigi gibi kokuyor. Bedeni guzel daha yikamadik bakalim renk atacakmi,1,0,kıyafet
793,Ürünü hç beğenmedim. Geri iade ediyorum,1,0,kıyafet
794,Ömrüm berbat ya gerçekten kumaşı olsun dikişler olsun kumaş aralarındaki dikişlerin içinden ip parçacıkları püskülleri çıkmış ürünü zaten bedeni ile alakası yok ben bunu zaten işte giymek için almıştım işte giymeye bile gerçekten çok kötü durumda yani bu öyle bir pantolon ki pantolon değil aslında sallamasyon iki tarafı Dikili v şeklinde bir kumaş parçası bu kadar,2,0,kıyafet
795,Gayet güzel,5,1,kıyafet
796,Güzel,5,1,kıyafet
797,"Çok güzel ve kaliteli bir ürün, tavsiye ederim",5,1,kıyafet
798,Tam istediğim gibi geldi bedeni iyi rahat tavsiye ederim,4,1,kıyafet
799,Beğendim bedeni tam oldu,5,1,kıyafet
800,Bütün renklerini alıyorum boyum 1.78 kilom 82 34 beden tam bana göre çok rahat çok güzel,5,1,kıyafet
801,Kumaşı hoşuma gitmedi,2,0,kıyafet
802,Gayet güzel fiyatına göre,5,1,kıyafet
803,83 kilo 175 boyunda olan eşime 34 beden aldım tam oldu 1 bedene kadar esneme payı varmış gönderilen nota göre bilsem daha küçük alırdım çünkü açıklama da bir beden büyük alin yazıyordu. Ürün belirtilen süreden önce hızlı geldi paketleme güzeldi. 4 mevsim kullanilabilecek bir ürün bence renk de vermezse çok çok iyi satıcı ve hepsi burada ya teşekkür ederim,5,1,kıyafet
804,Tek kelimeyle harika kesinlikle tereddüt etmeden alın,5,1,kıyafet
805,Baya iyi,5,1,kıyafet
806,Güzel,5,1,kıyafet
807,Görsel de olduğu gibi geldi çok beğendim,5,1,kıyafet
808,Tam üzerime göre oldu 180 boy 90 kilo 34 beden tam oldu normal brdenımdr 34 bence bedeniniz neyse onu alın,5,1,kıyafet
809,2 gün içinde elime ulaştı güzel paketleme ve kaliteli ürün bir o kadar da rahat tavsiye ederim,5,1,kıyafet
810,Zamanında geldi memnun kaldım teşekkürler,5,1,kıyafet
811,Çok güzel memnun kaldım,5,1,kıyafet
812,Çok rahat fakat cepleri biraz küçük,4,1,kıyafet
813,İnce ve güzel. Kumaş kalitesi orta.,5,1,kıyafet
814,Hastane kokusu var kimyasal kokuyor ama giyilebilir iyi duruyo,3,1,kıyafet
815,"boy 1,74 kilo 72 32 beden aldım tam oturdu. hepsi buradaya hızlı kargosu için teşekkürler.",5,1,kıyafet
816,farklı geldi,1,0,kıyafet
817,Ürün kalitesi beni fazlası ile şaşırttı sadece mankendeki gibi maalesef durmuyor ancak kumaş kalitesi ve dikişleri çok kaliteli,5,1,kıyafet
818,Çok güzel,5,1,kıyafet
819,Süper çok beğendim ilk başta terettüt ettim ama sonradan çok güzel çıktı,5,1,kıyafet
820,Verdiğiniz parayı fazlası ile hak ediyor ürün çok güzel bundan sonra korkmadan alışveriş yapacağım bir yer buldum ayrıca içinden çıkan teşekkürler notu çok inceydi,5,1,kıyafet
821,Güzeldi ama cepler çok asagidaydi rahatsız ettiği için iade ettim ama ürün iyi,4,1,kıyafet
822,"Harika, çok beğendim, 32 beden dar olacağını düşündüğüm için 34 beden aldım, tam istediğim gibi ne dar ne bol, dikişler ve kumaş harika, her mevsim rahatlıkla giyilebilir.",5,1,kıyafet
823,"Ürün fena değil, ilk yıkama oldu renk atmadı çekme yapmadi",4,1,kıyafet
824,Tskrler,5,1,kıyafet
